Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
1;403.0;0.0;72.1;75.5;OK
0;363.0;0.0;80.0;100.0;OK
2;13.0;0.0;0.0;0.0;OK
4;6.0;0.0;0.0;75.0;OK
5;7.0;100.0;100.0;66.6;OK
3;35.0;100.0;75.0;0.0;OK
6;7.0;50.0;0.0;0.0;OK
8;8.0;0.0;0.0;0.0;OK
9;6.0;0.0;0.0;0.0;OK
7;24.0;0.0;0.0;0.0;OK
10;20.0;0.0;0.0;0.0;OK
11;6.0;0.0;0.0;0.0;OK
12;5.0;0.0;0.0;0.0;OK
13;7.0;0.0;0.0;0.0;OK
14;7.0;0.0;0.0;0.0;OK
16;7.0;0.0;0.0;0.0;OK
15;7.0;0.0;0.0;0.0;OK
17;5.0;0.0;0.0;0.0;OK
18;6.0;0.0;0.0;0.0;OK
19;6.0;0.0;0.0;0.0;OK
20;5.0;0.0;0.0;0.0;OK
21;5.0;0.0;0.0;0.0;OK
22;6.0;0.0;0.0;0.0;OK
23;5.0;0.0;0.0;0.0;OK
24;5.0;0.0;0.0;0.0;OK
25;6.0;0.0;0.0;0.0;OK
27;5.0;0.0;0.0;0.0;OK
26;6.0;0.0;0.0;0.0;OK
28;5.0;0.0;0.0;0.0;OK
29;6.0;0.0;0.0;0.0;OK
30;6.0;0.0;0.0;0.0;OK
31;6.0;0.0;0.0;0.0;OK
32;33.0;0.0;0.0;0.0;OK
34;9.0;0.0;0.0;0.0;OK
35;13.0;0.0;0.0;0.0;OK
33;66.0;0.0;0.0;0.0;OK
36;6.0;0.0;0.0;0.0;OK
38;6.0;0.0;0.0;0.0;OK
37;11.0;0.0;0.0;0.0;OK
39;6.0;0.0;0.0;0.0;OK
41;7.0;0.0;0.0;0.0;OK
40;16.0;0.0;0.0;0.0;OK
43;11.0;0.0;0.0;0.0;OK
44;8.0;0.0;0.0;0.0;OK
45;6.0;0.0;0.0;0.0;OK
46;6.0;0.0;0.0;0.0;OK
47;5.0;0.0;0.0;0.0;OK
42;120.0;0.0;0.0;0.0;OK
48;6.0;0.0;0.0;0.0;OK
49;6.0;0.0;0.0;0.0;OK
51;6.0;0.0;0.0;0.0;OK
50;9.0;0.0;0.0;0.0;OK
52;5.0;0.0;0.0;0.0;OK
53;8.0;0.0;0.0;0.0;OK
54;8.0;0.0;0.0;0.0;OK
55;4.0;0.0;0.0;0.0;OK
56;5.0;0.0;0.0;0.0;OK
58;5.0;0.0;0.0;0.0;OK
57;7.0;0.0;0.0;0.0;OK
59;5.0;0.0;0.0;0.0;OK
60;7.0;0.0;0.0;0.0;OK
61;5.0;0.0;0.0;0.0;OK
63;5.0;0.0;0.0;0.0;OK
62;5.0;0.0;0.0;0.0;OK
64;6.0;0.0;0.0;0.0;OK
65;5.0;0.0;0.0;0.0;OK
66;5.0;0.0;0.0;0.0;OK
67;4.0;0.0;0.0;0.0;OK
68;5.0;0.0;0.0;0.0;OK
69;34.0;0.0;0.0;0.0;OK
70;33.0;0.0;0.0;0.0;OK
71;4.0;0.0;0.0;0.0;OK
72;6.0;0.0;0.0;0.0;OK
73;5.0;0.0;0.0;0.0;OK
74;5.0;0.0;0.0;0.0;OK
75;5.0;0.0;0.0;0.0;OK
76;6.0;0.0;0.0;0.0;OK
77;4.0;0.0;0.0;0.0;OK
78;6.0;0.0;0.0;0.0;OK
79;5.0;0.0;0.0;0.0;OK
80;5.0;0.0;0.0;0.0;OK
81;5.0;0.0;0.0;0.0;OK
82;6.0;0.0;0.0;0.0;OK
83;6.0;0.0;0.0;0.0;OK
84;6.0;0.0;0.0;0.0;OK
85;18.0;0.0;0.0;0.0;OK
87;4.0;0.0;0.0;0.0;OK
86;20.0;0.0;0.0;0.0;OK
88;7.0;0.0;0.0;0.0;OK
89;5.0;0.0;0.0;0.0;OK
90;5.0;0.0;0.0;0.0;OK
91;8.0;0.0;0.0;0.0;OK
92;4.0;0.0;0.0;0.0;OK
93;7.0;0.0;0.0;0.0;OK
94;5.0;0.0;0.0;0.0;OK
95;5.0;0.0;0.0;0.0;OK
96;7.0;0.0;0.0;81.5;OK
97;5.0;50.0;0.0;100.0;OK
98;5.0;44.4;0.0;50.0;OK
99;7.0;40.0;0.0;100.0;OK
100;4.0;0.0;0.0;0.0;OK
101;4.0;0.0;0.0;0.0;OK
102;4.0;0.0;0.0;0.0;OK
103;3.0;0.0;0.0;0.0;OK
104;3.0;0.0;0.0;0.0;OK
105;5.0;0.0;0.0;0.0;OK
106;5.0;0.0;0.0;0.0;OK
107;6.0;0.0;0.0;0.0;OK
108;4.0;0.0;0.0;0.0;OK
109;3.0;0.0;0.0;0.0;OK
110;4.0;0.0;0.0;0.0;OK
111;5.0;0.0;0.0;0.0;OK
112;3.0;0.0;0.0;0.0;OK
113;6.0;0.0;0.0;0.0;OK
114;5.0;0.0;0.0;0.0;OK
115;17.0;0.0;0.0;0.0;OK
116;4.0;0.0;0.0;0.0;OK
117;3.0;0.0;0.0;0.0;OK
118;7.0;0.0;0.0;0.0;OK
