Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
1;314.0;0.0;73.7;0.0;OK
0;311.0;0.0;0.0;80.3;OK
2;6.0;100.0;100.0;0.0;OK
4;6.0;0.0;0.0;0.0;OK
3;13.0;0.0;0.0;0.0;OK
5;6.0;0.0;0.0;0.0;OK
7;10.0;0.0;0.0;0.0;OK
6;16.0;0.0;0.0;0.0;OK
8;17.0;0.0;0.0;0.0;OK
10;7.0;0.0;0.0;0.0;OK
11;7.0;0.0;0.0;0.0;OK
9;31.0;0.0;0.0;0.0;OK
12;9.0;0.0;0.0;0.0;OK
14;6.0;0.0;0.0;0.0;OK
15;6.0;80.0;0.0;66.6;OK
16;9.0;0.0;0.0;0.0;OK
17;6.0;0.0;0.0;0.0;OK
13;69.0;0.0;0.0;0.0;OK
18;6.0;0.0;0.0;0.0;OK
19;7.0;0.0;0.0;0.0;OK
20;6.0;0.0;0.0;0.0;OK
21;6.0;0.0;0.0;0.0;OK
22;5.0;0.0;0.0;0.0;OK
23;5.0;0.0;0.0;0.0;OK
24;6.0;0.0;0.0;0.0;OK
26;6.0;0.0;0.0;0.0;OK
25;10.0;0.0;0.0;0.0;OK
27;8.0;0.0;0.0;0.0;OK
28;5.0;0.0;0.0;0.0;OK
29;5.0;0.0;0.0;0.0;OK
30;6.0;0.0;0.0;0.0;OK
31;14.0;0.0;0.0;0.0;OK
32;6.0;0.0;0.0;0.0;OK
33;6.0;0.0;0.0;0.0;OK
34;6.0;0.0;0.0;0.0;OK
35;4.0;0.0;0.0;0.0;OK
36;5.0;0.0;0.0;0.0;OK
37;7.0;0.0;0.0;0.0;OK
38;9.0;0.0;0.0;0.0;OK
39;5.0;0.0;0.0;0.0;OK
40;7.0;0.0;0.0;0.0;OK
41;9.0;0.0;0.0;0.0;OK
42;14.0;0.0;0.0;0.0;OK
43;7.0;0.0;0.0;0.0;OK
44;7.0;0.0;0.0;0.0;OK
45;7.0;0.0;0.0;0.0;OK
46;12.0;0.0;0.0;0.0;OK
47;4.0;0.0;0.0;0.0;OK
48;4.0;0.0;0.0;0.0;OK
49;3.0;0.0;0.0;0.0;OK
50;7.0;0.0;0.0;0.0;OK
51;5.0;60.7;50.0;100.0;OK
52;6.0;57.1;0.0;0.0;OK
53;7.0;0.0;0.0;0.0;OK
54;5.0;0.0;0.0;0.0;OK
55;5.0;0.0;0.0;0.0;OK
56;4.0;0.0;0.0;0.0;OK
57;5.0;0.0;0.0;0.0;OK
58;5.0;0.0;0.0;0.0;OK
59;10.0;0.0;0.0;0.0;OK
60;3.0;0.0;0.0;0.0;OK
61;5.0;0.0;0.0;0.0;OK
62;10.0;0.0;0.0;0.0;OK
63;7.0;0.0;0.0;0.0;OK
64;6.0;0.0;0.0;0.0;OK
65;3.0;0.0;0.0;0.0;OK
66;4.0;0.0;0.0;0.0;OK
67;3.0;0.0;0.0;0.0;OK
68;6.0;0.0;0.0;0.0;OK
69;5.0;0.0;0.0;0.0;OK
70;5.0;0.0;0.0;0.0;OK
71;4.0;0.0;0.0;0.0;OK
72;4.0;0.0;0.0;0.0;OK
73;3.0;0.0;0.0;0.0;OK
74;4.0;0.0;0.0;0.0;OK
75;4.0;47.0;100.0;100.0;OK
76;3.0;46.1;0.0;0.0;OK
77;3.0;44.4;0.0;0.0;OK
78;5.0;0.0;0.0;0.0;OK
79;5.0;0.0;0.0;0.0;OK
80;6.0;0.0;0.0;0.0;OK
81;5.0;0.0;0.0;0.0;OK
82;3.0;0.0;0.0;0.0;OK
83;3.0;0.0;0.0;0.0;OK
84;5.0;0.0;0.0;0.0;OK
85;23.0;0.0;0.0;0.0;OK
86;4.0;0.0;0.0;0.0;OK
87;4.0;0.0;0.0;0.0;OK
88;4.0;0.0;0.0;0.0;OK
89;16.0;0.0;0.0;0.0;OK
90;5.0;0.0;0.0;0.0;OK
91;4.0;0.0;0.0;0.0;OK
92;4.0;0.0;0.0;0.0;OK
93;4.0;0.0;0.0;0.0;OK
94;3.0;0.0;0.0;0.0;OK
95;4.0;0.0;0.0;0.0;OK
96;5.0;0.0;0.0;0.0;OK
97;2.0;0.0;0.0;0.0;OK
98;5.0;0.0;0.0;0.0;OK
99;6.0;48.7;0.0;50.0;OK
100;4.0;0.0;0.0;0.0;OK
101;3.0;0.0;0.0;0.0;OK
102;4.0;0.0;0.0;0.0;OK
103;4.0;0.0;0.0;0.0;OK
104;3.0;0.0;0.0;0.0;OK
105;3.0;0.0;0.0;0.0;OK
106;4.0;0.0;0.0;0.0;OK
107;3.0;0.0;0.0;0.0;OK
108;4.0;0.0;0.0;0.0;OK
109;3.0;0.0;0.0;0.0;OK
110;4.0;0.0;0.0;0.0;OK
111;3.0;0.0;0.0;0.0;OK
112;3.0;0.0;0.0;0.0;OK
113;4.0;0.0;0.0;0.0;OK
114;3.0;0.0;0.0;0.0;OK
115;3.0;0.0;0.0;0.0;OK
116;4.0;0.0;0.0;0.0;OK
117;5.0;0.0;0.0;0.0;OK
118;3.0;0.0;0.0;0.0;OK
119;6.0;0.0;0.0;0.0;OK
120;3.0;0.0;0.0;0.0;OK
121;5.0;0.0;0.0;0.0;OK
122;5.0;0.0;0.0;0.0;OK
123;10.0;40.8;0.0;83.3;OK
124;9.0;50.0;0.0;100.0;OK
125;5.0;57.8;0.0;100.0;OK
126;4.0;0.0;0.0;0.0;OK
127;4.0;0.0;0.0;0.0;OK
128;10.0;0.0;0.0;0.0;OK
129;3.0;0.0;0.0;0.0;OK
130;3.0;0.0;0.0;0.0;OK
131;5.0;0.0;0.0;0.0;OK
132;3.0;0.0;0.0;0.0;OK
133;5.0;0.0;0.0;0.0;OK
134;13.0;0.0;0.0;0.0;OK
135;6.0;0.0;0.0;0.0;OK
136;3.0;0.0;0.0;0.0;OK
137;3.0;0.0;0.0;0.0;OK
138;5.0;0.0;0.0;0.0;OK
139;4.0;0.0;0.0;0.0;OK
140;3.0;0.0;0.0;0.0;OK
141;4.0;0.0;0.0;0.0;OK
142;3.0;0.0;0.0;0.0;OK
143;4.0;0.0;0.0;0.0;OK
144;3.0;0.0;0.0;0.0;OK
145;3.0;0.0;0.0;0.0;OK
146;3.0;0.0;0.0;0.0;OK
147;4.0;42.2;0.0;66.6;OK
148;18.0;33.3;0.0;83.3;OK
149;4.0;46.6;50.0;0.0;OK
150;3.0;0.0;0.0;0.0;OK
151;4.0;0.0;0.0;0.0;OK
