Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
0;440.0;0.0;0.0;75.2;OK
2;11.0;50.0;100.0;75.0;OK
1;467.0;100.0;72.0;0.0;OK
3;8.0;100.0;100.0;80.0;OK
5;7.0;0.0;0.0;0.0;OK
6;9.0;0.0;0.0;0.0;OK
7;9.0;0.0;0.0;0.0;OK
8;9.0;0.0;0.0;0.0;OK
4;39.0;0.0;0.0;0.0;OK
9;6.0;0.0;0.0;0.0;OK
11;5.0;0.0;0.0;0.0;OK
10;9.0;0.0;0.0;0.0;OK
12;12.0;0.0;0.0;0.0;OK
14;6.0;0.0;0.0;0.0;OK
15;7.0;0.0;0.0;0.0;OK
13;11.0;0.0;0.0;0.0;OK
16;5.0;0.0;0.0;0.0;OK
17;6.0;0.0;0.0;0.0;OK
18;5.0;0.0;0.0;0.0;OK
19;7.0;0.0;0.0;0.0;OK
20;5.0;0.0;0.0;0.0;OK
22;5.0;0.0;0.0;0.0;OK
21;7.0;0.0;0.0;0.0;OK
23;6.0;0.0;0.0;0.0;OK
24;6.0;0.0;0.0;0.0;OK
25;5.0;0.0;0.0;0.0;OK
26;6.0;0.0;0.0;0.0;OK
28;8.0;0.0;0.0;0.0;OK
27;11.0;0.0;0.0;0.0;OK
29;4.0;0.0;0.0;0.0;OK
30;6.0;0.0;0.0;0.0;OK
31;6.0;0.0;0.0;0.0;OK
33;7.0;0.0;0.0;0.0;OK
32;9.0;0.0;0.0;0.0;OK
34;6.0;0.0;0.0;0.0;OK
35;7.0;0.0;0.0;0.0;OK
36;5.0;0.0;0.0;0.0;OK
37;9.0;0.0;0.0;0.0;OK
38;6.0;0.0;0.0;0.0;OK
40;4.0;0.0;0.0;0.0;OK
39;5.0;0.0;0.0;0.0;OK
41;5.0;0.0;0.0;0.0;OK
42;7.0;0.0;0.0;0.0;OK
43;5.0;0.0;0.0;0.0;OK
44;6.0;0.0;0.0;0.0;OK
45;5.0;0.0;0.0;0.0;OK
46;5.0;0.0;0.0;0.0;OK
48;11.0;0.0;0.0;0.0;OK
49;10.0;0.0;0.0;0.0;OK
47;6.0;0.0;0.0;0.0;OK
50;8.0;0.0;0.0;0.0;OK
51;8.0;0.0;0.0;0.0;OK
52;8.0;0.0;0.0;0.0;OK
54;11.0;0.0;0.0;0.0;OK
53;20.0;0.0;0.0;0.0;OK
55;6.0;0.0;0.0;0.0;OK
57;16.0;0.0;0.0;0.0;OK
56;50.0;0.0;0.0;0.0;OK
58;6.0;0.0;0.0;0.0;OK
59;12.0;0.0;0.0;0.0;OK
