Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
0;405.0;0.0;0.0;78.1;OK
1;406.0;0.0;72.0;0.0;OK
2;5.0;100.0;0.0;100.0;OK
4;6.0;0.0;0.0;100.0;OK
5;6.0;0.0;100.0;0.0;OK
3;9.0;100.0;100.0;0.0;OK
6;5.0;0.0;0.0;0.0;OK
8;5.0;0.0;0.0;0.0;OK
7;8.0;0.0;0.0;0.0;OK
9;5.0;0.0;0.0;0.0;OK
10;7.0;0.0;0.0;0.0;OK
11;5.0;0.0;0.0;0.0;OK
13;5.0;0.0;0.0;0.0;OK
12;9.0;0.0;0.0;0.0;OK
14;5.0;0.0;0.0;0.0;OK
15;44.0;0.0;0.0;0.0;OK
16;44.0;0.0;0.0;0.0;OK
17;6.0;0.0;0.0;0.0;OK
18;7.0;0.0;0.0;0.0;OK
19;6.0;0.0;0.0;0.0;OK
21;7.0;0.0;0.0;0.0;OK
20;14.0;0.0;0.0;0.0;OK
22;6.0;0.0;0.0;0.0;OK
23;6.0;0.0;0.0;0.0;OK
24;5.0;0.0;0.0;0.0;OK
25;7.0;0.0;0.0;0.0;OK
26;4.0;0.0;0.0;0.0;OK
27;6.0;0.0;0.0;0.0;OK
28;6.0;0.0;0.0;0.0;OK
29;8.0;0.0;0.0;0.0;OK
30;5.0;0.0;0.0;0.0;OK
31;8.0;0.0;0.0;0.0;OK
32;11.0;0.0;0.0;0.0;OK
33;7.0;0.0;0.0;0.0;OK
34;10.0;0.0;0.0;0.0;OK
35;8.0;0.0;0.0;0.0;OK
36;6.0;0.0;0.0;0.0;OK
37;6.0;0.0;0.0;0.0;OK
38;5.0;0.0;0.0;0.0;OK
39;5.0;0.0;0.0;0.0;OK
40;5.0;0.0;0.0;0.0;OK
41;6.0;0.0;0.0;0.0;OK
42;7.0;0.0;0.0;0.0;OK
43;5.0;0.0;0.0;0.0;OK
44;5.0;0.0;0.0;0.0;OK
45;7.0;0.0;0.0;0.0;OK
46;5.0;0.0;0.0;0.0;OK
47;6.0;0.0;0.0;0.0;OK
48;4.0;0.0;0.0;0.0;OK
49;6.0;0.0;0.0;0.0;OK
50;7.0;0.0;0.0;0.0;OK
51;6.0;0.0;0.0;0.0;OK
52;9.0;0.0;0.0;0.0;OK
53;9.0;0.0;0.0;0.0;OK
55;9.0;0.0;0.0;0.0;OK
54;15.0;0.0;0.0;0.0;OK
57;15.0;0.0;0.0;0.0;OK
56;11.0;0.0;0.0;0.0;OK
59;12.0;0.0;0.0;0.0;OK
58;29.0;0.0;0.0;0.0;OK
60;5.0;0.0;0.0;0.0;OK
61;9.0;0.0;0.0;0.0;OK
63;18.0;0.0;0.0;0.0;OK
62;40.0;0.0;0.0;0.0;OK
64;14.0;0.0;0.0;0.0;OK
66;5.0;0.0;0.0;0.0;OK
65;8.0;0.0;0.0;0.0;OK
67;7.0;0.0;0.0;0.0;OK
68;10.0;0.0;0.0;0.0;OK
69;5.0;0.0;0.0;0.0;OK
71;11.0;0.0;0.0;0.0;OK
70;20.0;0.0;0.0;0.0;OK
72;5.0;0.0;0.0;0.0;OK
73;18.0;0.0;0.0;0.0;OK
