Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
1;589.0;0.0;0.0;0.0;OK
2;1.0;0.0;0.0;0.0;OK
3;2.0;0.0;0.0;0.0;OK
4;3.0;0.0;0.0;0.0;OK
5;3.0;0.0;0.0;0.0;OK
6;1.0;0.0;0.0;0.0;OK
7;1.0;0.0;0.0;0.0;OK
8;1.0;0.0;0.0;0.0;OK
9;1.0;0.0;0.0;0.0;OK
10;1.0;0.0;0.0;0.0;OK
0;615.0;0.0;0.0;0.0;OK
11;1.0;0.0;0.0;0.0;OK
12;1.0;0.0;0.0;0.0;OK
13;1.0;0.0;0.0;0.0;OK
14;2.0;0.0;0.0;0.0;OK
15;1.0;0.0;0.0;0.0;OK
16;4.0;0.0;0.0;0.0;OK
17;3.0;0.0;0.0;0.0;OK
18;3.0;0.0;0.0;0.0;OK
19;1.0;0.0;0.0;0.0;OK
20;2.0;0.0;0.0;0.0;OK
21;1.0;0.0;0.0;0.0;OK
22;1.0;0.0;0.0;0.0;OK
23;2.0;0.0;0.0;0.0;OK
24;4.0;0.0;0.0;0.0;OK
25;1.0;0.0;0.0;0.0;OK
26;2.0;0.0;0.0;0.0;OK
27;3.0;0.0;0.0;0.0;OK
28;4.0;0.0;0.0;0.0;OK
29;2.0;0.0;0.0;0.0;OK
30;3.0;0.0;0.0;0.0;OK
31;2.0;0.0;0.0;0.0;OK
32;1.0;0.0;0.0;0.0;OK
33;2.0;0.0;0.0;0.0;OK
34;1.0;0.0;0.0;0.0;OK
35;1.0;0.0;0.0;0.0;OK
36;1.0;0.0;0.0;0.0;OK
37;0.0;0.0;0.0;0.0;OK
38;0.0;0.0;0.0;0.0;OK
39;0.0;0.0;0.0;0.0;OK
40;0.0;0.0;0.0;0.0;OK
41;1.0;0.0;0.0;0.0;OK
42;2.0;0.0;0.0;0.0;OK
43;1.0;0.0;0.0;0.0;OK
44;1.0;0.0;0.0;0.0;OK
45;1.0;0.0;0.0;0.0;OK
46;1.0;0.0;0.0;0.0;OK
47;0.0;0.0;0.0;0.0;OK
48;0.0;0.0;0.0;0.0;OK
49;0.0;65.5;0.0;0.0;OK
50;0.0;25.0;0.0;0.0;OK
51;1.0;0.0;0.0;0.0;OK
52;1.0;0.0;0.0;0.0;OK
53;1.0;0.0;0.0;0.0;OK
54;1.0;0.0;0.0;0.0;OK
55;1.0;0.0;0.0;0.0;OK
56;3.0;0.0;0.0;0.0;OK
57;0.0;0.0;0.0;0.0;OK
58;0.0;0.0;0.0;0.0;OK
59;0.0;0.0;0.0;0.0;OK
60;0.0;0.0;0.0;0.0;OK
61;2.0;0.0;0.0;0.0;OK
62;1.0;0.0;0.0;0.0;OK
63;2.0;0.0;0.0;0.0;OK
64;0.0;0.0;0.0;0.0;OK
65;3.0;0.0;0.0;0.0;OK
66;0.0;0.0;0.0;0.0;OK
67;0.0;0.0;0.0;0.0;OK
68;1.0;0.0;0.0;0.0;OK
69;2.0;0.0;0.0;0.0;OK
70;1.0;0.0;0.0;0.0;OK
71;2.0;0.0;0.0;0.0;OK
72;0.0;0.0;0.0;0.0;OK
73;0.0;0.0;0.0;0.0;OK
74;1.0;0.0;0.0;0.0;OK
75;1.0;0.0;0.0;0.0;OK
76;5.0;0.0;0.0;0.0;OK
77;1.0;0.0;0.0;0.0;OK
78;1.0;0.0;0.0;0.0;OK
79;0.0;0.0;0.0;0.0;OK
80;0.0;0.0;0.0;0.0;OK
81;0.0;0.0;0.0;0.0;OK
82;2.0;0.0;0.0;0.0;OK
83;3.0;0.0;0.0;0.0;OK
84;0.0;0.0;0.0;0.0;OK
85;0.0;0.0;0.0;0.0;OK
86;0.0;0.0;0.0;0.0;OK
87;0.0;0.0;0.0;0.0;OK
88;1.0;0.0;0.0;0.0;OK
89;1.0;0.0;0.0;0.0;OK
90;3.0;0.0;0.0;0.0;OK
91;1.0;0.0;0.0;0.0;OK
92;0.0;0.0;0.0;0.0;OK
93;1.0;0.0;0.0;0.0;OK
94;1.0;40.9;100.0;0.0;OK
95;0.0;0.0;0.0;0.0;OK
96;0.0;0.0;0.0;0.0;OK
97;0.0;0.0;0.0;0.0;OK
98;1.0;0.0;0.0;0.0;OK
99;1.0;0.0;0.0;0.0;OK
100;1.0;0.0;0.0;0.0;OK
101;0.0;0.0;0.0;0.0;OK
102;1.0;0.0;0.0;0.0;OK
103;1.0;0.0;0.0;0.0;OK
104;1.0;0.0;0.0;0.0;OK
105;1.0;0.0;0.0;0.0;OK
106;0.0;0.0;0.0;0.0;OK
107;1.0;0.0;0.0;0.0;OK
108;0.0;0.0;0.0;0.0;OK
109;1.0;0.0;0.0;0.0;OK
110;1.0;0.0;0.0;0.0;OK
111;0.0;0.0;0.0;0.0;OK
112;1.0;0.0;0.0;0.0;OK
113;1.0;0.0;0.0;0.0;OK
114;1.0;0.0;0.0;0.0;OK
115;0.0;0.0;0.0;0.0;OK
116;1.0;0.0;0.0;0.0;OK
117;0.0;0.0;0.0;0.0;OK
118;1.0;0.0;0.0;0.0;OK
119;2.0;0.0;0.0;0.0;OK
120;2.0;0.0;0.0;0.0;OK
121;0.0;0.0;0.0;0.0;OK
122;0.0;0.0;0.0;0.0;OK
123;0.0;0.0;0.0;0.0;OK
124;4.0;0.0;0.0;0.0;OK
125;0.0;0.0;0.0;0.0;OK
126;0.0;0.0;0.0;0.0;OK
127;1.0;0.0;0.0;0.0;OK
128;1.0;0.0;0.0;0.0;OK
129;0.0;0.0;0.0;0.0;OK
130;0.0;0.0;0.0;0.0;OK
131;0.0;0.0;0.0;0.0;OK
132;1.0;0.0;0.0;0.0;OK
133;1.0;0.0;0.0;0.0;OK
134;0.0;0.0;0.0;0.0;OK
135;0.0;0.0;0.0;0.0;OK
136;1.0;0.0;0.0;0.0;OK
137;0.0;0.0;0.0;0.0;OK
138;0.0;0.0;0.0;0.0;OK
139;0.0;37.9;0.0;100.0;OK
140;1.0;22.2;0.0;0.0;OK
141;0.0;28.5;0.0;0.0;OK
142;0.0;0.0;0.0;0.0;OK
143;1.0;0.0;0.0;0.0;OK
144;2.0;0.0;0.0;0.0;OK
145;1.0;0.0;0.0;0.0;OK
146;1.0;0.0;0.0;0.0;OK
147;1.0;0.0;0.0;0.0;OK
148;0.0;0.0;0.0;0.0;OK
149;1.0;0.0;0.0;0.0;OK
150;1.0;0.0;0.0;0.0;OK
151;10.0;0.0;0.0;0.0;OK
152;0.0;0.0;0.0;0.0;OK
153;1.0;0.0;0.0;0.0;OK
154;1.0;0.0;0.0;0.0;OK
155;0.0;0.0;0.0;0.0;OK
156;1.0;0.0;0.0;0.0;OK
157;1.0;0.0;0.0;0.0;OK
158;0.0;0.0;0.0;0.0;OK
159;1.0;0.0;0.0;0.0;OK
160;0.0;0.0;0.0;0.0;OK
161;1.0;0.0;0.0;0.0;OK
162;0.0;0.0;0.0;0.0;OK
163;0.0;0.0;0.0;0.0;OK
164;0.0;0.0;0.0;0.0;OK
165;1.0;0.0;0.0;0.0;OK
166;1.0;0.0;0.0;0.0;OK
167;1.0;0.0;0.0;0.0;OK
168;0.0;0.0;0.0;0.0;OK
169;1.0;0.0;0.0;0.0;OK
170;1.0;0.0;0.0;0.0;OK
171;0.0;0.0;0.0;0.0;OK
172;1.0;0.0;0.0;0.0;OK
173;0.0;0.0;0.0;0.0;OK
174;0.0;0.0;0.0;0.0;OK
175;0.0;0.0;0.0;0.0;OK
176;1.0;0.0;0.0;0.0;OK
177;0.0;0.0;0.0;0.0;OK
178;0.0;0.0;0.0;0.0;OK
179;0.0;0.0;0.0;0.0;OK
180;0.0;0.0;0.0;0.0;OK
181;2.0;0.0;0.0;0.0;OK
182;1.0;0.0;0.0;0.0;OK
183;1.0;0.0;0.0;0.0;OK
184;1.0;40.9;0.0;0.0;OK
185;1.0;44.4;0.0;100.0;OK
186;1.0;22.2;0.0;0.0;OK
187;0.0;0.0;0.0;0.0;OK
188;2.0;0.0;0.0;0.0;OK
189;0.0;0.0;0.0;0.0;OK
190;1.0;0.0;0.0;0.0;OK
191;3.0;0.0;0.0;0.0;OK
192;0.0;0.0;0.0;0.0;OK
193;0.0;0.0;0.0;0.0;OK
194;0.0;0.0;0.0;0.0;OK
195;0.0;0.0;0.0;0.0;OK
196;0.0;0.0;0.0;0.0;OK
197;0.0;0.0;0.0;0.0;OK
198;1.0;0.0;0.0;0.0;OK
199;0.0;0.0;0.0;0.0;OK
200;1.0;0.0;0.0;0.0;OK
201;0.0;0.0;0.0;0.0;OK
202;0.0;0.0;0.0;0.0;OK
203;1.0;0.0;0.0;0.0;OK
204;0.0;0.0;0.0;0.0;OK
205;1.0;0.0;0.0;0.0;OK
206;1.0;0.0;0.0;0.0;OK
207;1.0;0.0;0.0;0.0;OK
208;0.0;0.0;0.0;0.0;OK
209;1.0;0.0;0.0;0.0;OK
210;1.0;0.0;0.0;0.0;OK
211;1.0;0.0;0.0;0.0;OK
212;0.0;0.0;0.0;0.0;OK
213;0.0;0.0;0.0;0.0;OK
214;0.0;0.0;0.0;0.0;OK
215;1.0;0.0;0.0;0.0;OK
216;0.0;0.0;0.0;0.0;OK
217;0.0;0.0;0.0;0.0;OK
218;0.0;0.0;0.0;0.0;OK
219;0.0;0.0;0.0;0.0;OK
220;0.0;0.0;0.0;0.0;OK
221;0.0;0.0;0.0;0.0;OK
222;0.0;0.0;0.0;0.0;OK
223;0.0;0.0;0.0;0.0;OK
224;1.0;0.0;0.0;0.0;OK
225;0.0;0.0;0.0;0.0;OK
226;1.0;0.0;0.0;0.0;OK
227;0.0;0.0;0.0;0.0;OK
228;1.0;0.0;0.0;0.0;OK
229;1.0;0.0;0.0;0.0;OK
230;1.0;37.9;100.0;0.0;OK
231;1.0;50.0;0.0;0.0;OK
232;0.0;44.4;0.0;0.0;OK
233;1.0;0.0;0.0;0.0;OK
234;0.0;0.0;0.0;0.0;OK
235;0.0;0.0;0.0;0.0;OK
236;1.0;0.0;0.0;0.0;OK
237;0.0;0.0;0.0;0.0;OK
238;2.0;0.0;0.0;0.0;OK
239;0.0;0.0;0.0;0.0;OK
240;0.0;0.0;0.0;0.0;OK
241;1.0;0.0;0.0;0.0;OK
242;0.0;0.0;0.0;0.0;OK
243;0.0;0.0;0.0;0.0;OK
244;0.0;0.0;0.0;0.0;OK
245;0.0;0.0;0.0;0.0;OK
246;1.0;0.0;0.0;0.0;OK
247;0.0;0.0;0.0;0.0;OK
248;0.0;0.0;0.0;0.0;OK
249;1.0;0.0;0.0;0.0;OK
250;1.0;0.0;0.0;0.0;OK
251;1.0;0.0;0.0;0.0;OK
252;1.0;0.0;0.0;0.0;OK
253;1.0;0.0;0.0;0.0;OK
254;0.0;0.0;0.0;0.0;OK
255;1.0;0.0;0.0;0.0;OK
256;4.0;0.0;0.0;0.0;OK
257;2.0;0.0;0.0;0.0;OK
258;0.0;0.0;0.0;0.0;OK
259;1.0;0.0;0.0;0.0;OK
260;0.0;0.0;0.0;0.0;OK
261;1.0;0.0;0.0;0.0;OK
262;0.0;0.0;0.0;0.0;OK
263;0.0;0.0;0.0;0.0;OK
264;0.0;0.0;0.0;0.0;OK
265;0.0;0.0;0.0;0.0;OK
266;0.0;0.0;0.0;0.0;OK
267;0.0;0.0;0.0;0.0;OK
268;0.0;0.0;0.0;0.0;OK
269;1.0;0.0;0.0;0.0;OK
270;0.0;0.0;0.0;0.0;OK
271;1.0;0.0;0.0;0.0;OK
272;1.0;0.0;0.0;0.0;OK
273;1.0;0.0;0.0;0.0;OK
274;1.0;0.0;0.0;0.0;OK
275;0.0;0.0;0.0;0.0;OK
276;0.0;39.2;100.0;0.0;OK
277;0.0;0.0;0.0;0.0;OK
278;0.0;0.0;0.0;0.0;OK
279;0.0;0.0;0.0;0.0;OK
280;0.0;0.0;0.0;0.0;OK
281;0.0;0.0;0.0;0.0;OK
282;1.0;0.0;0.0;0.0;OK
283;0.0;0.0;0.0;0.0;OK
284;0.0;0.0;0.0;0.0;OK
285;0.0;0.0;0.0;0.0;OK
286;0.0;0.0;0.0;0.0;OK
287;0.0;0.0;0.0;0.0;OK
288;0.0;0.0;0.0;0.0;OK
289;0.0;0.0;0.0;0.0;OK
290;0.0;0.0;0.0;0.0;OK
291;1.0;0.0;0.0;0.0;OK
292;1.0;0.0;0.0;0.0;OK
293;0.0;0.0;0.0;0.0;OK
294;0.0;0.0;0.0;0.0;OK
295;0.0;0.0;0.0;0.0;OK
296;0.0;0.0;0.0;0.0;OK
297;0.0;0.0;0.0;0.0;OK
298;1.0;0.0;0.0;0.0;OK
299;1.0;0.0;0.0;0.0;OK
300;1.0;0.0;0.0;0.0;OK
301;0.0;0.0;0.0;0.0;OK
302;0.0;0.0;0.0;0.0;OK
303;0.0;0.0;0.0;0.0;OK
304;0.0;0.0;0.0;0.0;OK
305;0.0;0.0;0.0;0.0;OK
306;1.0;0.0;0.0;0.0;OK
307;1.0;0.0;0.0;0.0;OK
308;1.0;0.0;0.0;0.0;OK
309;0.0;0.0;0.0;0.0;OK
310;1.0;0.0;0.0;0.0;OK
311;1.0;0.0;0.0;0.0;OK
312;1.0;0.0;0.0;0.0;OK
313;0.0;0.0;0.0;0.0;OK
314;1.0;0.0;0.0;0.0;OK
315;1.0;0.0;0.0;0.0;OK
316;0.0;0.0;0.0;0.0;OK
317;0.0;0.0;0.0;0.0;OK
318;0.0;0.0;0.0;0.0;OK
319;1.0;0.0;0.0;0.0;OK
320;1.0;0.0;0.0;0.0;OK
321;0.0;41.2;0.0;0.0;OK
322;0.0;37.5;0.0;0.0;OK
323;0.0;33.3;0.0;0.0;OK
324;0.0;0.0;0.0;0.0;OK
325;0.0;0.0;0.0;0.0;OK
326;13.0;0.0;0.0;0.0;OK
327;0.0;0.0;0.0;0.0;OK
328;0.0;0.0;0.0;0.0;OK
329;0.0;0.0;0.0;0.0;OK
