Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
0;443.0;0.0;71.8;76.1;OK
1;30.0;0.0;66.6;75.0;OK
2;8.0;0.0;0.0;0.0;OK
3;11.0;0.0;0.0;0.0;OK
4;10.0;0.0;0.0;0.0;OK
5;14.0;0.0;0.0;0.0;OK
6;9.0;0.0;0.0;0.0;OK
7;8.0;0.0;0.0;0.0;OK
8;6.0;0.0;0.0;0.0;OK
9;16.0;0.0;0.0;0.0;OK
10;13.0;0.0;0.0;0.0;OK
11;5.0;0.0;0.0;0.0;OK
12;11.0;0.0;0.0;0.0;OK
13;4.0;0.0;0.0;0.0;OK
14;10.0;0.0;0.0;0.0;OK
15;6.0;0.0;0.0;0.0;OK
16;6.0;0.0;0.0;0.0;OK
17;6.0;0.0;0.0;0.0;OK
18;11.0;0.0;0.0;0.0;OK
19;6.0;0.0;0.0;0.0;OK
20;7.0;0.0;0.0;0.0;OK
21;8.0;43.4;0.0;66.6;OK
22;7.0;47.2;0.0;66.6;OK
23;5.0;36.8;0.0;0.0;OK
24;4.0;0.0;0.0;0.0;OK
25;7.0;0.0;0.0;0.0;OK
26;16.0;0.0;0.0;0.0;OK
27;6.0;0.0;0.0;0.0;OK
28;5.0;0.0;0.0;0.0;OK
29;6.0;0.0;0.0;0.0;OK
30;5.0;0.0;0.0;0.0;OK
31;13.0;44.8;75.0;75.0;OK
32;8.0;40.6;100.0;50.0;OK
33;15.0;43.5;0.0;0.0;OK
34;5.0;0.0;0.0;0.0;OK
35;7.0;0.0;0.0;0.0;OK
36;7.0;0.0;0.0;0.0;OK
37;5.0;0.0;0.0;0.0;OK
38;7.0;0.0;0.0;0.0;OK
39;9.0;0.0;0.0;0.0;OK
40;4.0;0.0;0.0;0.0;OK
41;4.0;46.3;100.0;0.0;OK
42;5.0;0.0;0.0;0.0;OK
43;4.0;0.0;0.0;0.0;OK
44;6.0;0.0;0.0;0.0;OK
