Delegado;Tiempo;CPU Load Inicial;CPU Load Mitad;CPU Load Final;Estado Final 
0;416.0;0.0;71.8;75.2;OK
1;11.0;100.0;0.0;80.0;OK
2;10.0;75.0;100.0;80.0;OK
3;7.0;66.6;100.0;0.0;OK
4;7.0;0.0;0.0;0.0;OK
5;5.0;0.0;0.0;0.0;OK
6;10.0;0.0;0.0;0.0;OK
7;6.0;0.0;0.0;0.0;OK
8;7.0;0.0;0.0;0.0;OK
9;6.0;0.0;0.0;0.0;OK
10;5.0;0.0;0.0;0.0;OK
11;28.0;0.0;0.0;0.0;OK
12;5.0;0.0;0.0;0.0;OK
13;6.0;0.0;0.0;0.0;OK
14;8.0;0.0;0.0;0.0;OK
15;14.0;0.0;0.0;0.0;OK
16;6.0;0.0;0.0;0.0;OK
17;6.0;0.0;0.0;0.0;OK
18;6.0;0.0;0.0;0.0;OK
19;4.0;0.0;0.0;0.0;OK
20;6.0;0.0;0.0;0.0;OK
21;7.0;0.0;0.0;0.0;OK
22;10.0;0.0;0.0;0.0;OK
23;8.0;0.0;0.0;0.0;OK
24;5.0;0.0;0.0;0.0;OK
25;7.0;0.0;0.0;0.0;OK
26;9.0;0.0;0.0;0.0;OK
27;7.0;0.0;0.0;0.0;OK
28;14.0;0.0;0.0;0.0;OK
29;6.0;0.0;0.0;0.0;OK
30;4.0;0.0;0.0;0.0;OK
31;9.0;0.0;0.0;0.0;OK
32;4.0;0.0;0.0;0.0;OK
33;6.0;0.0;0.0;0.0;OK
34;3.0;0.0;0.0;0.0;OK
35;21.0;0.0;0.0;0.0;OK
36;10.0;0.0;0.0;0.0;OK
37;9.0;0.0;0.0;0.0;OK
38;4.0;0.0;0.0;0.0;OK
39;4.0;0.0;0.0;0.0;OK
40;4.0;0.0;0.0;0.0;OK
41;4.0;0.0;0.0;0.0;OK
42;10.0;0.0;0.0;0.0;OK
43;8.0;0.0;0.0;0.0;OK
44;11.0;0.0;0.0;0.0;OK
45;9.0;0.0;0.0;0.0;OK
46;4.0;0.0;0.0;0.0;OK
47;13.0;0.0;0.0;0.0;OK
48;4.0;0.0;0.0;0.0;OK
49;4.0;0.0;0.0;0.0;OK
50;5.0;55.9;0.0;83.3;OK
51;5.0;28.5;0.0;0.0;OK
52;3.0;31.2;0.0;0.0;OK
53;5.0;0.0;0.0;0.0;OK
54;5.0;0.0;0.0;0.0;OK
55;9.0;0.0;0.0;0.0;OK
56;4.0;0.0;0.0;0.0;OK
57;6.0;0.0;0.0;0.0;OK
58;3.0;0.0;0.0;0.0;OK
59;6.0;0.0;0.0;0.0;OK
60;5.0;0.0;0.0;0.0;OK
61;6.0;0.0;0.0;0.0;OK
62;7.0;0.0;0.0;0.0;OK
63;6.0;0.0;0.0;0.0;OK
64;8.0;0.0;0.0;0.0;OK
65;7.0;0.0;0.0;0.0;OK
66;5.0;0.0;0.0;0.0;OK
67;4.0;0.0;0.0;0.0;OK
68;6.0;0.0;0.0;0.0;OK
69;4.0;0.0;0.0;0.0;OK
70;4.0;0.0;0.0;0.0;OK
71;5.0;0.0;0.0;0.0;OK
72;4.0;0.0;0.0;0.0;OK
73;4.0;0.0;0.0;0.0;OK
74;5.0;46.4;0.0;100.0;OK
75;3.0;58.3;0.0;50.0;OK
76;4.0;35.2;0.0;0.0;OK
77;3.0;0.0;0.0;0.0;OK
78;8.0;0.0;0.0;0.0;OK
79;5.0;0.0;0.0;0.0;OK
80;4.0;0.0;0.0;0.0;OK
81;4.0;0.0;0.0;0.0;OK
82;3.0;0.0;0.0;0.0;OK
83;14.0;0.0;0.0;0.0;OK
84;7.0;0.0;0.0;0.0;OK
85;11.0;0.0;0.0;0.0;OK
86;3.0;0.0;0.0;0.0;OK
87;3.0;0.0;0.0;0.0;OK
88;4.0;0.0;0.0;0.0;OK
89;27.0;0.0;0.0;0.0;OK
90;6.0;0.0;0.0;0.0;OK
91;11.0;0.0;0.0;0.0;OK
92;5.0;0.0;0.0;0.0;OK
93;5.0;0.0;0.0;0.0;OK
94;4.0;0.0;0.0;0.0;OK
95;5.0;0.0;0.0;0.0;OK
96;4.0;0.0;0.0;0.0;OK
97;4.0;0.0;0.0;0.0;OK
98;3.0;47.7;0.0;66.6;OK
99;4.0;28.5;0.0;0.0;OK
100;3.0;0.0;0.0;0.0;OK
101;6.0;0.0;0.0;0.0;OK
102;3.0;0.0;0.0;0.0;OK
103;3.0;0.0;0.0;0.0;OK
104;5.0;0.0;0.0;0.0;OK
105;3.0;0.0;0.0;0.0;OK
106;7.0;0.0;0.0;0.0;OK
107;3.0;0.0;0.0;0.0;OK
108;6.0;0.0;0.0;0.0;OK
109;5.0;0.0;0.0;0.0;OK
110;4.0;0.0;0.0;0.0;OK
111;8.0;0.0;0.0;0.0;OK
112;5.0;0.0;0.0;0.0;OK
113;4.0;0.0;0.0;0.0;OK
114;3.0;0.0;0.0;0.0;OK
115;3.0;0.0;0.0;0.0;OK
116;5.0;0.0;0.0;0.0;OK
117;7.0;0.0;0.0;0.0;OK
118;2.0;0.0;0.0;0.0;OK
119;3.0;0.0;0.0;0.0;OK
120;5.0;0.0;0.0;0.0;OK
121;4.0;0.0;0.0;0.0;OK
122;8.0;40.0;0.0;80.0;OK
123;5.0;38.4;0.0;0.0;OK
124;5.0;0.0;0.0;0.0;OK
125;3.0;0.0;0.0;0.0;OK
126;8.0;0.0;0.0;0.0;OK
127;7.0;0.0;0.0;0.0;OK
128;11.0;0.0;0.0;0.0;OK
129;3.0;0.0;0.0;0.0;OK
130;4.0;0.0;0.0;0.0;OK
131;4.0;0.0;0.0;0.0;OK
132;2.0;0.0;0.0;0.0;OK
